CSV File,Columns containing all necessary fragments for ID,Columns containing fragments where atleast one fragment must be observed for confirmation,Run DDA,Run AIF (Ignore this column if you don't have AIF data),By Class only - total C:DB,Polarity,Adduct,Notes
Cer_AS_neg_minH.csv,2,6;14,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Sphingosine Fatty acid: a-hydroxy fatty acid
Cer_BDS_neg_minH.csv,2;3,,TRUE,TRUE,FALSE,Neg,[M-H]-,Ceramide beta-hydroxy fatty acid-dihydrosphingosine
Cer_BS_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,Ceramide beta-hydroxy fatty acid-sphingosine
Cer_EODS_neg_minH.csv,2;5,4;6;7,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Dihydrosphingosine Fatty acid: esterified w-hydroxy fatty acid
Cer_EOS_neg_minH.csv,3;6,5;7;8,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Sphingosine Fatty acid: esterified w-hydroxy fatty acid
Cer_NDS_neg_minH.csv,2;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Dihydrosphingosine Fatty acid: non-hydroxy fatty acid
Cer_NP_neg_minH.csv,2;5;6,,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Phytosphingosine Fatty acid: Fatty acid: non-hydroxy fatty acid
Cer_NS_neg_minH.csv,2;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,"Ceramide (Nonhydroxyacyl sphingosine) (duplicate, MS-DIAL version)"
GlcCer_AP_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,glucosyl-ceramide Backbone: Phytosphingosine Fatty acid: a-hydroxy fatty acid
GlcCer_NDS_neg_minH.csv,2;3;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,glucosyl-ceramide Backbone: Dihydrosphingosine Fatty acid: non-hydroxy fatty acid
GlcCer_NS_neg_minH.csv,2;3,4;5;6,TRUE,TRUE,FALSE,Neg,[M-H]-,Glucosyl-Nonhydroxyacyl sphingosine
SQDG_neg_minH_Class.csv,2;3,,TRUE,TRUE,TRUE,Neg,[M-H]-,Sulfoquinovosyldiacylglycerol
GM3_neg_minH_Class.csv,2;4,,TRUE,TRUE,TRUE,Pos,[M-H]-,Ganglioside GM3
SHexCer_neg_minH_Class.csv,2;3,,FALSE,FALSE,TRUE,Pos,[M-H]-,Sulfatide
PMeOH_neg_minH.csv,5;6,,TRUE,TRUE,FALSE,Pos,[M-H]-,Phosphatidylmethanol
PEtOH_neg_minH.csv,5;6,,TRUE,TRUE,FALSE,Pos,[M-H]-,Phosphatidylethanol
