CSV File,Columns containing all necessary fragments for ID,Columns containing fragments where atleast one fragment must be observed for confirmation,Run DDA,Run AIF (Ignore this column if you don't have AIF data),By Class only - total C:DB,Polarity,Adduct,Notes
GlcCer_AP_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,glucosyl-ceramide Backbone: Phytosphingosine Fatty acid: a-hydroxy fatty acid
GlcCer_NDS_neg_minH.csv,2;3;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,glucosyl-ceramide Backbone: Dihydrosphingosine Fatty acid: non-hydroxy fatty acid
GlcCer_NS_neg_minH.csv,2;3,4;5;6,TRUE,TRUE,FALSE,Neg,[M-H]-,Glucosyl-Nonhydroxyacyl sphingosine
DGDG_neg_HCO2_Class.csv,5,,TRUE,FALSE,TRUE,Neg,[M+HCO2]-,Digalactosyldiacylglycerol
DGTS_H_Class.csv,2;3,,TRUE,FALSE,TRUE,Pos,[M+H]+,Diacylglyceryltrimethylhomo-Ser
SQDG_neg_minH_Class.csv,2;3,,TRUE,TRUE,TRUE,Neg,[M-H]-,Sulfoquinovosyldiacylglycerol
DGDG_neg_C2H3O2_Class.csv,5,,FALSE,FALSE,TRUE,Neg,[M+C2H3O2]-,Digalactosyldiacylglycerol
Cholesterol_NH4.csv,3,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Cholesterol
GM3_NH4.csv,4;10,12;13,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Ganglioside GM3
GM3_neg_minH_Class.csv,2;4,,TRUE,TRUE,TRUE,Pos,[M-H]-,Ganglioside GM3
SHexCer_neg_minH_Class.csv,2;3,,FALSE,FALSE,TRUE,Pos,[M-H]-,Sulfatide
SHexCer_H.csv,4;10,,FALSE,FALSE,FALSE,Pos,[M+H]+,Sulfatide
PMeOH_neg_minH.csv,5;6,,TRUE,TRUE,FALSE,Pos,[M-H]-,Phosphatidylmethanol
PEtOH_NH4.csv,3,8;9,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Phosphatidylethanol
PMeOH_NH4.csv,3,8;9,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Phosphatidylmethanol
PEtOH_neg_minH.csv,5;6,,TRUE,TRUE,FALSE,Pos,[M-H]-,Phosphatidylethanol
GM3_NH4_Class.csv,4;10,,TRUE,TRUE,TRUE,Pos,[M+NH4]+,Ganglioside GM3
PEtOH_NH4_Class.csv,3,,TRUE,TRUE,TRUE,Pos,[M+NH4]+,Phosphatidylethanol
PMeOH_NH4_Class.csv,3,,TRUE,TRUE,TRUE,Pos,[M+NH4]+,Phosphatidylmethanol
